Index,Dice
1,0.6137146222747591
400,0.6137146222747591
800,0.6144462824382881
1200,0.618082939651907
1600,0.6468077411891638
2000,0.6715260536014052
2400,0.6959583721577134
2800,0.7141976372632467
3200,0.7205499280375355
3600,0.729802986172393
4000,0.7474027263785232
4400,0.7416430262751139
4800,0.7448778984682635
5200,0.7446453626246001
5600,0.762059726688421
6000,0.7593470694037716
6400,0.7591575989666367
6800,0.7582136476478634
7200,0.7635283369256356
7600,0.7741912037025814
8000,0.7655138962330541
8400,0.7693421430634243
8800,0.7691712620225972
9200,0.7741731620408995
9600,0.7648368281597204
10000,0.7724946291984983
10400,0.7803020626708242
10800,0.7810809362304095
11200,0.7789051706951277
11600,0.7798913757043947
12000,0.7825139342116696
12400,0.7647736439532133
12800,0.7789957779083958
13200,0.7764987757899982
13600,0.7781722084111141
14000,0.7813437726591257
14400,0.7779457434151811
14800,0.7765637934510703
15200,0.7836637540110127
15600,0.7799458882798043
16000,0.7762201540853448
16400,0.7783401907450223
16800,0.7787656491498096
17200,0.7759549805110176
17600,0.7791059889892281
18000,0.7756428029008667
18400,0.780435495415081
18800,0.7748343967735061
19200,0.7724990601936358
19600,0.7720183092402821
20000,0.7723758817598589
20400,0.7687491667228321
20800,0.7734402926626697
21200,0.7709340298645136
21600,0.7728136952018898
22000,0.7693444590286295
22400,0.7707443541158883
22800,0.7715421888019733
23200,0.7648966481465733
23600,0.7637470407215835
24000,0.7747107360186932
24400,0.7696875719836973
24800,0.7734077243114614
25200,0.7712769330844587
25600,0.7676468410372179
26000,0.7700523137096958
26400,0.7720180060317817
26800,0.7608516727449216
27200,0.769077275748763
27600,0.7648062774216161
28000,0.7669503439215134
28400,0.7698677329980887
28800,0.7622442140793354
29200,0.7701910975720864
29600,0.7622541408969841
30000,0.770321672650598
30400,0.7654696696814077
30800,0.7683324323912681
31200,0.7555091217620006
31600,0.7652501038523243
32000,0.7661805995086793
32400,0.7718254992215089
32800,0.7677000955493927
33200,0.7628273365703911
33600,0.7616040001671094
34000,0.7585092989198794
34400,0.7764512223373556
34800,0.7640517426359184
35200,0.7602004585113813
35600,0.7702796434624669
36000,0.7644438514448042
36400,0.7703236416867376
36800,0.7649020565307845
37200,0.769410696416276
37600,0.7570937875945076
38000,0.7626326665072358
38400,0.765424720551395
38800,0.768008562082706
39200,0.7648130126933257
39600,0.7656963667728661
40000,0.7698181961249917
