Index,Dice
1,0.6137146222747591
400,0.6243638449186583
800,0.6579224376595068
1200,0.6930088680880151
1600,0.7077900684591298
2000,0.7555690992169561
2400,0.7638141331083077
2800,0.7739238401216946
3200,0.7871107328649715
3600,0.7929823347296368
4000,0.7944095640509521
4400,0.7970896210880465
4800,0.798293340064614
5200,0.7993248204355411
5600,0.7903297355038534
6000,0.7920727559313108
6400,0.8002884744795328
6800,0.7965952535287881
7200,0.7928007746090671
7600,0.7897282645355409
8000,0.7978216854145861
8400,0.8056013115497651
8800,0.7687952631032751
9200,0.7817018929979945
9600,0.7929048827330478
10000,0.7994330272887027
10400,0.8110934065175754
10800,0.8061334349114307
11200,0.8061265340321924
11600,0.8107256936224981
12000,0.810354071014592
12400,0.8002937899218345
12800,0.8084340674081242
13200,0.8122725810841871
13600,0.8100002420881595
14000,0.8087753936022233
14400,0.8152903610787906
14800,0.8134996353462395
15200,0.8085472877171958
15600,0.8110507481210322
16000,0.8123252618293548
16400,0.8160314576211821
16800,0.8125013924831694
17200,0.8107868097661403
17600,0.8098669429379086
18000,0.8181098446564935
18400,0.8084288697678452
18800,0.8061043936193866
19200,0.8212361854724971
19600,0.8126165182837972
20000,0.8120117168397524
20400,0.8143271818113881
20800,0.8118334258000234
21200,0.8137103192324755
21600,0.8172442654462717
22000,0.8164564336429525
22400,0.8134549130329262
22800,0.8148198861547618
23200,0.8162899528008442
23600,0.8099564096209904
24000,0.8141488460150642
24400,0.8176964144333091
24800,0.8101033379541553
25200,0.8137757654770083
25600,0.8174858750034154
26000,0.81279599503971
26400,0.8148529096170967
26800,0.8169483386413943
27200,0.8144624871027973
27600,0.8210088087965832
28000,0.8138017070247354
28400,0.8127172611566127
28800,0.8153088362435754
29200,0.8152993003350787
29600,0.8166170337273261
30000,0.8170872126921607
30400,0.8200412109761726
30800,0.8165747710544883
31200,0.813410831495738
31600,0.8152364294638963
32000,0.8173168123040122
32400,0.8128275249320053
32800,0.8033974216330485
33200,0.8174174298025102
33600,0.8174369856242925
34000,0.8195976472337829
34400,0.8172046083126748
34800,0.8186326892252588
35200,0.8208344706153372
35600,0.815725066524269
36000,0.820875873887356
36400,0.8191654829070808
36800,0.8147830358361381
37200,0.8189279798477213
37600,0.8189945959213464
38000,0.8206441452344457
38400,0.8197951180509921
38800,0.8141581756156657
39200,0.8160185549998324
39600,0.8181032091599139
40000,0.8231957741341305
