Index,Dice
1,0.6060940682754832
400,0.619907903681429
800,0.6957802397341928
1200,0.715701128970475
1600,0.7514486780937114
2000,0.7478724546569638
2400,0.7613199987601573
2800,0.7640893771607875
3200,0.7658143987096039
3600,0.7641051204578547
4000,0.7634208089080198
4400,0.7602571507221642
4800,0.7658605200095818
5200,0.7656755460759124
5600,0.7671465835970012
6000,0.7796619547390017
6400,0.77648098080339
6800,0.7802552238014018
7200,0.7730991048117216
7600,0.7740089489753949
8000,0.7689723676967135
8400,0.7782332125018971
8800,0.7746236726358359
9200,0.7804518926962278
9600,0.7813607625812097
10000,0.7758107444799089
10400,0.7796667831519045
10800,0.7772925089132496
11200,0.7818379816755128
11600,0.7868294733703259
12000,0.7745849656603837
12400,0.771646023389991
12800,0.7774246575837418
13200,0.7806869976608479
13600,0.7801001689701794
14000,0.7865084588070732
14400,0.780236958467284
14800,0.7799843118757919
15200,0.767148388448489
15600,0.7744519102983505
16000,0.7752466410549749
16400,0.7725259865268239
16800,0.7723747320972886
17200,0.7800726791678396
17600,0.7755040943545095
18000,0.7815120368535099
18400,0.7790598206767173
18800,0.7728440680087244
19200,0.7670335683328672
19600,0.7775500388627967
20000,0.7653865232610987
20400,0.7879363456968913
20800,0.7837952951429277
21200,0.768423552354361
21600,0.7685058899433945
22000,0.7618017787654247
22400,0.7828852662695286
22800,0.776912098924932
23200,0.7559764594268856
23600,0.7846821145167875
24000,0.7801928115241781
24400,0.7678048364338559
24800,0.7712406440066822
25200,0.7742029863401962
25600,0.7834179474684326
26000,0.7767957247336541
26400,0.7751428342793482
26800,0.7776183312689945
27200,0.7773823022313395
27600,0.7876202988304841
28000,0.7735454301013476
28400,0.7791297698842595
28800,0.772877807322996
29200,0.7617764623666209
29600,0.7767786584845594
30000,0.7715380915322202
30400,0.7820942539820888
30800,0.7726761863939062
31200,0.7669781245369974
31600,0.779575568377211
32000,0.7653469128799328
32400,0.7641502731195932
32800,0.7737762973502387
33200,0.7681713243955808
33600,0.7745789246099352
34000,0.7722801892130282
34400,0.7644254508857389
34800,0.761367380062533
35200,0.7679526696594605
35600,0.7701679840962021
36000,0.7745224464183502
36400,0.7740513729873457
36800,0.7702360574109054
37200,0.7768064154178063
37600,0.7684219240528278
38000,0.7728316750561742
38400,0.7755723466621581
38800,0.7700460841524558
39200,0.7671834972145785
39600,0.7766618692392504
40000,0.7734683074822355
