Index,Dice
1,0.6137146222747591
400,0.6139897378443278
800,0.6218370417777676
1200,0.6730725960121152
1600,0.6879211498045682
2000,0.6709389403744703
2400,0.7027043939035944
2800,0.7040436706477771
3200,0.7068799438565613
3600,0.7161064953120373
4000,0.7207826608050908
4400,0.7214662104264982
4800,0.7243893042452944
5200,0.7250688538928597
5600,0.7270667838472411
6000,0.7290458389733743
6400,0.7498309282772644
6800,0.7382728061778078
7200,0.7422379274110084
7600,0.7465903783844575
8000,0.7478666162407764
8400,0.7517564013858837
8800,0.7499676584554783
9200,0.7522707572146639
9600,0.7463107068571471
10000,0.753628540554406
10400,0.7599221539192345
10800,0.7592511741762731
11200,0.7630670210897881
11600,0.7634876720342317
12000,0.766753506775218
12400,0.7550600815652885
12800,0.7702091349342459
13200,0.763884853269962
13600,0.7655296324556433
14000,0.7577622077376576
14400,0.7656823889152448
14800,0.7747583348399755
15200,0.7752542939836211
15600,0.7687248633791535
16000,0.7715078636443053
16400,0.772964456890863
16800,0.7753331200589324
17200,0.7719425576307353
17600,0.7763060568633974
18000,0.7665913706906556
18400,0.765332421834633
18800,0.7737067208680933
19200,0.7745058851978743
19600,0.7719932428834685
20000,0.7720016171566072
20400,0.7660802423720584
20800,0.7719768848276108
21200,0.7750152248295499
21600,0.7761518316842312
22000,0.7726242391773104
22400,0.7728008665388475
22800,0.7724113668924281
23200,0.7695172570469738
23600,0.7705381962317406
24000,0.7690152019422359
24400,0.7654779016776014
24800,0.7706076654364956
25200,0.7694546048340859
25600,0.7685425875466269
26000,0.7694959158713731
26400,0.7642469139697889
26800,0.761997116967881
27200,0.7637263787961828
27600,0.7629148377602594
28000,0.764861638111612
28400,0.7722152886447557
28800,0.7582745753811138
29200,0.7670380794047633
29600,0.7604666142169718
30000,0.7654197587730417
30400,0.765962471290492
30800,0.7694093560724646
31200,0.7599915188480442
31600,0.7616972986417431
32000,0.7742573356498055
32400,0.7498282267626566
32800,0.7608066098227364
33200,0.7624260674854029
33600,0.7770570383288412
34000,0.7635956507037058
34400,0.7698836345682293
34800,0.7627506981854835
35200,0.7608651169800191
35600,0.7638348312369402
36000,0.7565127905773885
36400,0.7709738288170842
36800,0.7628604352813111
37200,0.7432994864169045
37600,0.7639837300664357
38000,0.7617592303750502
38400,0.7698222289794496
38800,0.7602112581752832
39200,0.767937916597215
39600,0.7627591931773704
40000,0.7573132257749113
